"Unique Name","Title","Resource URL title","Resource URL","Creator"
"twitter-thinkuknow-australia","ThinkUKnow Australia","@ThinkUKnow_Aus","https://twitter.com/ThinkUKnow_Aus","ThinkUKnow Australia"
"youtube-thinkuknow-aus","ThinkUKnowAUS","ThinkUKnowAUS","https://www.youtube.com/user/ThinkUKnowAUS","ThinkUKnow Australia"
"youtube-threatened-species-commissioner","Threatened Species Commissioner","Threatened Species Commissioner","https://www.youtube.com/channel/UCtGuOIjXr3WBPtq4xexrlqA/","Department of the Environment and Energy"
"facebook-threatened-species-commissioner","Threatened Species Commissioner","Threatened Species Commissioner","https://www.facebook.com/TSCommissioner/","Department of the Environment and Energy"
"twitter-tourism-australia","Tourism Australia","@TourismAus","https://twitter.com/tourismaus","Tourism Australia"
"linkedin-tourism-australia","Tourism Australia","Tourism Australia","https://www.linkedin.com/company/tourism-australia","Tourism Australia"
"twitter-tourism-research","Tourism Research","@tra_online","https://twitter.com/tra_online","Australian Trade and Investment Commission"
"twitter-tpb","TPB.gov.au","@TPB_gov_au","https://twitter.com/TPB_gov_au","Tax Practitioners Board"
"linkedin-trade-and-investment","Trade and Investment","Trade and Investment","https://www.linkedin.com/company/trade-and-investment","Department of Foreign Affairs and Trade"
"rss-treasury","Treasury","Treasury RSS feeds","http://www.treasury.gov.au/RSS",""
"facebook-treasury-graduate-program","Treasury Graduate Program","Treasury Graduate Program","https://www.facebook.com/treasurygraduateprogram/",""
"twitter-trove-australia","Trove","@TroveAustralia","https://twitter.com/troveaustralia","National Library of Australia"
"facebook-trove","Trove","Trove","https://www.facebook.com/TroveAustralia","National Library of Australia"
"flickr-trove-australia-in-pictures","Trove: Australia in Pictures","Trove: Australia in Pictures","https://www.flickr.com/groups/pictureaustralia_ppe/","National Library of Australia"
"facebook-veterans-and-veterans-families-counselling-service","Veterans and Veterans Families Counselling Service","Veterans and Veterans Families Counselling Service","https://www.facebook.com/Veterans-and-Veterans-Families-Counselling-Service-339540802880528/","Department of Veterans' Affairs"
"blog-we-hear-you","We Hear You","We Hear You","https://wehearyou.acecqa.gov.au/","Australian Children's Education and Care Quality Authority"
"twitter-wgea","WGEA","@WGEAgency","https://twitter.com/WGEAgency","Workplace Gender Equality Agency"
"youtube-wigbvideo","WIGBvideo","WIGBvideo","https://www.youtube.com/user/WigbWeb","Australian Trade and Investment Commission"
"twitter-wine-australia","Wine Australia","@Wine_Australia","https://twitter.com/wine_australia","Australian Grape and Wine Authority"
"linkedin-wine-australia","Wine Australia","Wine Australia","https://www.linkedin.com/company/wine-australia","Australian Grape and Wine Authority"
"facebook-woolmark-company","Woolmark Company","Woolmark Company","https://www.facebook.com/TheWoolmarkCompany","Australian Wool Innovation Ltd"
"youtube-workplace-gender-equality-agency","Workplace Gender Equality Agency","Workplace Gender Equality Agency","https://www.youtube.com/c/wgeagencyaus","Workplace Gender Equality Agency"
"twitter-your-energy-savings","Your Energy Savings","@YES2Savings","https://twitter.com/YES2Savings","Department of the Environment and Energy"
